Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
NC_040764.1,,"Lye,L.F., Akopyants,N.S., Dobson,D.E., Beverley,S.M., Lye,L.-F.",2019-02-12T00:00:00Z,,Leptomonas seymouri Narna-like virus 1,,Narnaviridae,ssRNA(+),2914,RefSeq,complete,,L,1,USA,USA,,,,1959,,"Leptomonas seymouri Narna-like virus 1 segment L, complete sequence"
NC_040765.1,,"Lye,L.F., Akopyants,N.S., Dobson,D.E., Beverley,S.M., Lye,L.-F.",2019-02-12T00:00:00Z,,Leptomonas seymouri Narna-like virus 1,,Narnaviridae,ssRNA(+),1455,RefSeq,complete,,S,1,USA,USA,,,,1959,,"Leptomonas seymouri Narna-like virus 1 segment S, complete sequence"
NC_040766.1,,"Urayama,S.I., Takaki,Y., Nunoura,T., Miyamoto,N., Urayama,S.",2019-02-12T00:00:00Z,OjRV1,Osedax japonicus RNA virus 1,,,RNA,13170,RefSeq,complete,,RNA 1,1,,,,Osedax japonicus,,,,"Osedax japonicus RNA virus 1 OjRV1 genomic RNA, segment RNA1, complete sequence"
NC_040767.1,,"Urayama,S.I., Takaki,Y., Nunoura,T., Miyamoto,N., Urayama,S.",2019-02-12T00:00:00Z,OjRV1,Osedax japonicus RNA virus 1,,,RNA,7176,RefSeq,complete,,RNA 2,1,,,,Osedax japonicus,,,,"Osedax japonicus RNA virus 1 OjRV1 genomic RNA, segment RNA2, complete sequence"
NC_040768.1,,"Liu,C., Li,M., Wu,B., Jiang,X.",2019-02-12T00:00:00Z,137,Trichoderma harzianum orthocurvulavirus 1,Orthocurvulavirus,Curvulaviridae,RNA,2088,RefSeq,complete,,1,,China: Xinjiang,China,,Trichoderma harzianum,,2015-07,,"Trichoderma harzianum bipartite mycovirus 1 isolate 137 segment 1, complete sequence"
NC_040769.1,,"Liu,C., Li,M., Wu,B., Jiang,X.",2019-02-12T00:00:00Z,137,Trichoderma harzianum orthocurvulavirus 1,Orthocurvulavirus,Curvulaviridae,RNA,1634,RefSeq,complete,,2,,China: Xinjiang,China,,Trichoderma harzianum,,2015-07,,"Trichoderma harzianum bipartite mycovirus 1 isolate 137 segment 2, complete sequence"
NC_040770.1,,"Kuhn,J.H., Wiley,M.R., Rodriguez,S.E., Bao,Y., Prieto,K., Travassos da Rosa,A.P., Guzman,H., Savji,N., Ladner,J.T., Tesh,R.B., Wada,J., Jahrling,P.B., Bente,D.A., Palacios,G., Rodriguez,S., Travassos da Rosa,A.P.A.",2019-02-12T00:00:00Z,,Tunis orthonairovirus,Orthonairovirus,Nairoviridae,ssRNA(-),12303,RefSeq,complete,,L,1,Tunisia: El Kof,Tunisia,,Columbidae,,1989-10,SAMN04530532,"Tunis virus strain Brest/Ar/T2756 segment L, complete sequence"
NC_040771.1,,"Kuhn,J.H., Wiley,M.R., Rodriguez,S.E., Bao,Y., Prieto,K., Travassos da Rosa,A.P., Guzman,H., Savji,N., Ladner,J.T., Tesh,R.B., Wada,J., Jahrling,P.B., Bente,D.A., Palacios,G., Rodriguez,S., Travassos da Rosa,A.P.A.",2019-02-12T00:00:00Z,,Tunis orthonairovirus,Orthonairovirus,Nairoviridae,ssRNA(-),4806,RefSeq,complete,,M,1,Tunisia: El Kof,Tunisia,,Columbidae,,1989-10,SAMN04530532,"Tunis virus strain Brest/Ar/T2756 segment M, complete sequence"
NC_040772.1,,"Kuhn,J.H., Wiley,M.R., Rodriguez,S.E., Bao,Y., Prieto,K., Travassos da Rosa,A.P., Guzman,H., Savji,N., Ladner,J.T., Tesh,R.B., Wada,J., Jahrling,P.B., Bente,D.A., Palacios,G., Rodriguez,S., Travassos da Rosa,A.P.A.",2019-02-12T00:00:00Z,,Tunis orthonairovirus,Orthonairovirus,Nairoviridae,ssRNA(-),1868,RefSeq,complete,,S,1,Tunisia: El Kof,Tunisia,,Columbidae,,1989-10,SAMN04530532,"Tunis virus strain Brest/Ar/T2756 segment S, complete sequence"
NC_040773.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T00:00:00Z,,Diatom colony associated dsRNA virus 3,,Totiviridae,dsRNA,4911,RefSeq,complete,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,"Diatom colony associated dsRNA virus 3 genomic RNA, complete genome"
NC_040774.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T00:00:00Z,,Diatom colony associated dsRNA virus 7,,Totiviridae,dsRNA,5327,RefSeq,complete,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,"Diatom colony associated dsRNA virus 7 genomic RNA, complete genome"
NC_040775.1,DRR037362,"Urayama,S., Takaki,Y., Nunoura,T.",2019-02-12T00:00:00Z,,Diatom colony associated dsRNA virus 12,,Totiviridae,dsRNA,5941,RefSeq,complete,,,1,Japan:Tokyo bay,Japan,,,,2014-04-08,SAMD00034184,"Diatom colony associated dsRNA virus 12 genomic RNA, complete genome"
NC_040776.1,,"Kuno,G., Chang,G.J., Chang,G.-J.J., Tsuchiya,K.R.",2019-02-12T00:00:00Z,,Ilheus virus,Flavivirus,Flaviviridae,ssRNA(+),10794,RefSeq,complete,,,1,,,,,,,,"Rocio virus strain SPH 34675, complete genome"
NC_040777.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2019-02-12T00:00:00Z,,Cleome droserifolia amalgavirus 1,,Amalgaviridae,dsRNA,3443,RefSeq,complete,,,1,,,,,,,,Cleome droserifolia amalgavirus 1 strain CdAV1-WUR genomic sequence
NC_040778.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2019-02-12T00:00:00Z,,Festuca pratensis amalgavirus 2,,Amalgaviridae,dsRNA,3411,RefSeq,complete,,,1,,,,,,,,Festuca pratensis amalgavirus 2 strain FpAV2-Laura genomic sequence
NC_040784.1,,"Li,P., Lin,Y., Zhang,H., Wang,S., Qiu,D., Guo,L.",2019-02-12T00:00:00Z,SX64,Fusarium graminearum mycotymovirus 1,,,ssRNA(+),7863,RefSeq,complete,,,1,China,China,,Fusarium graminearum,,2010-10,,"Fusarium graminearum mycotymovirus 1 isolate SX64, complete genome"
NC_040786.1,,"Yang,X., Huang,J., Liu,C., Chen,B., Zhang,T., Zhou,G., Huang,J.L., Liu,C.H., Zhou,G.H.",2019-02-12T00:00:00Z,GD-LD,Rice stripe mosaic cytorhabdovirus,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),12774,RefSeq,complete,,,1,China,China,,Oryza sativa,,2015-10,,"Rice stripe mosaic virus isolate GD-LD, complete genome"
NC_040788.1,,"Guzman,H., Contreras-Gutierrez,M.A., Travassos da Rosa,A.P.A., Nunes,M.R.T., Cardoso,J.F., Popov,V.L., Young,K.I., Savit,C., Wood,T.G., Widen,S.G., Watts,D.M., Hanley,K.A., Perera,D., Fish,D., Vasilakis,N., Tesh,R.B., Contreras Gutierrez,M.A., Guevara,C., Young,K.",2019-02-12T00:00:00Z,SWK_P44,Kampung Karu virus,Flavivirus,Flaviviridae,ssRNA(+),10311,RefSeq,complete,,,1,"Malaysia: Sarawak, Kuching district, Kampung Karu",Malaysia,,Anopheles tessellatus,,2013-10-16,,"Kampung Karu virus isolate SWK_P44, complete genome"
NC_040790.1,,"Lin,J., Ye,R., Hewezi,T., Staton,M., Bernard,E., Arelli,P., Hajimorad,M.R.",2019-02-12T00:00:00Z,TN,Sugar beet cyst nematode virus 1,,,ssRNA(+),9503,RefSeq,complete,,,,USA,USA,,Beta vulgaris subsp. vulgaris,,2016-08,,"Sugar beet cyst nematode virus 1, complete genome"
NC_040791.1,,,2019-02-12T00:00:00Z,CAP037,Neofusicoccum luteum fusarivirus 1,,Fusariviridae,ssRNA,6244,RefSeq,complete,,,,Portugal,Portugal,,Neofusicoccum luteum,,1996,,"Neofusicoccum luteum fusarivirus 1 isolate CAP037, complete genome"
NC_040793.1,,"Komatsu,K., Katayama,Y., Omatsu,T., Mizutani,T., Fukuhara,T., Kodama,M., Arie,T., Teraoka,T., Moriyama,H.",2019-02-12T00:00:00Z,,Alternaria arborescens victorivirus 1,Victorivirus,Totiviridae,dsRNA,5206,RefSeq,complete,,,1,USA,USA,,Alternaria arborescens,,,,"Alternaria arborescens victorivirus 1 genomic RNA, complete genome"
NC_040795.1,,"Fujita,R., Kato,F., Kobayashi,D., Murota,K., Takasaki,T., Tajima,S., Lim,C.K., Saijo,M., Isawa,H., Sawabe,K.",2019-02-12T00:00:00Z,,Shinobi tetravirus,,,ssRNA,4962,RefSeq,complete,,,1,Japan,Japan,,Aedes albopictus,,,,"Shinobi tetravirus RNA, complete genome, strain: shinobi"
NC_040796.1,,"Karamendin,K., Kydyrmanov,A., Kasymbekov,Y., Asanova,S., Daulbayeva,K., Seidalina,A., Khan,E., Harrison,S.M., Carr,I.M., Goodman,S.J., Moldakozhayev,A., Sayatov,M.",2019-02-12T00:00:00Z,APMV-20/gull/Kazakhstan/5976/2014,Avian metaavulavirus 20,Metaavulavirus,Paramyxoviridae,ssRNA(-),15954,RefSeq,complete,20,,1,Kazakhstan,Kazakhstan,,Laridae,,2014-04,,"Avian paramyxovirus 20 isolate APMV-20/gull/Kazakhstan/5976/2014, complete genome"
NC_040797.1,,"Thekke-Veetil,T., Ho,T., Postman,J.D., Martin,R.R., Tzanetakis,I.E., Postman,J., Tzanetakis,I.",2019-02-12T00:00:00Z,Oregon,Ribes americanum virus A,Ravavirus,Betaflexiviridae,ssRNA(+),7106,RefSeq,complete,,,,USA,USA,,Ribes americanum,,2013,,"Ribes americanum virus A isolate Oregon, complete genome"
NC_040798.1,,"Debat,H.J.",2019-02-12T00:00:00Z,SC,Nephila clavipes virus 1,,,ssRNA(+),10198,RefSeq,complete,,,1,USA,USA,,Trichonephila clavipes,,2013-07-21,,"Nephila clavipes virus 1 isolate SC, complete genome"
NC_040799.1,,"Liu,W., Wang,X.",2019-02-12T00:00:00Z,BJ,Helianthus annuus alphaendornavirus,Alphaendornavirus,Endornaviridae,dsRNA,14663,RefSeq,complete,,,,China,China,,Helianthus annuus,,2016-07-05,,"Helianthus annuus alphaendornavirus isolate BJ, complete genome"
NC_040800.1,,"Veerakone,S., Liefting,L.W., Tang,J., Ward,L.I.",2019-02-12T00:00:00Z,01227,Actinidia seed borne latent virus,Prunevirus,Betaflexiviridae,ssRNA(+),8192,RefSeq,complete,,,1,New Zealand,New Zealand,,,,2013,,"Actinidia seed-borne latent virus isolate 01227, complete genome"
NC_040802.1,,"Li,Y., Jia,A., Qiao,Y., Xiang,J., Zhang,Y., Wang,W.",2019-02-12T00:00:00Z,lily-bua,Lily virus Y,Potyvirus,Potyviridae,ssRNA(+),9811,RefSeq,complete,,,1,China,China,,Lilium,plant leaf,2016-07,,"Lily yellow mosaic virus, complete genome"
NC_040807.1,,"Muller,E., Ravel,S., Agret,C., Abrokwah,F., Dzahini-Obiatey,H., Galyuon,I., Kouakou,K., Jeyaseelan,E.C., Allainguillaume,J., Wetten,A.",2019-02-12T00:00:00Z,GWR198J-13,Cacao swollen shoot Ghana J virus,Badnavirus,Caulimoviridae,dsDNA-RT,7167,RefSeq,complete,,,1,Ghana,Ghana,,Theobroma cacao,plant leaf,2013,,"Cacao swollen shoot Ghana J virus isolate GWR198J-13, complete genome"
NC_040808.1,,"Muller,E., Ravel,S., Agret,C., Abrokwah,F., Dzahini-Obiatey,H., Galyuon,I., Kouakou,K., Jeyaseelan,E.C., Allainguillaume,J., Wetten,A.",2019-02-12T00:00:00Z,GWR3-14,Cacao swollen shoot Ghana K virus,Badnavirus,Caulimoviridae,dsDNA-RT,7119,RefSeq,complete,,,1,Ghana,Ghana,,Theobroma cacao,plant leaf,2014,,"Cacao swollen shoot Ghana K virus isolate GWR3-14, complete genome"
NC_040809.1,,"Muller,E., Ravel,S., Agret,C., Abrokwah,F., Dzahini-Obiatey,H., Galyuon,I., Kouakou,K., Jeyaseelan,E.C., Allainguillaume,J., Wetten,A.",2019-02-12T00:00:00Z,A,Cacao Bacilliform SriLanka Virus,Badnavirus,Caulimoviridae,dsDNA-RT,7215,RefSeq,complete,,,1,Sri Lanka,Sri Lanka,,Theobroma cacao,plant leaf,2015,,"Cacao Bacilliform SriLanka Virus isolate A, complete genome"
NC_040813.1,,"Schoonvaere,K., Smagghe,G., Francis,F., de Graaf,D.C.",2019-02-12T00:00:00Z,ahae2,Andrena haemorrhoa nege-like virus,Negevirus,,ssRNA(+),8806,RefSeq,complete,,,,Belgium,Belgium,,Andrena haemorrhoa,,2015-05-13,,"Andrena haemorrhoa nege-like virus isolate ahae2, complete genome"
NC_040815.1,,"Li,L.-L., Liu,M.-M., Shen,S., Deng,F., Duan,Z.-J.",2019-02-12T00:00:00Z,RHV-GS2015,Hepacivirus P,Hepacivirus,Flaviviridae,ssRNA(+),8684,RefSeq,complete,,,,China,China,,Spermophilus dauricus,"liver, abdominal cavity",2015,,"Hepacivirus P isolate RHV-GS2015, complete genome"
NC_040816.1,,"Turina,M., Ghignone,S., Astolfi,N., Silvestri,A., Bonfante,P., Lanfranco,L.",2019-02-12T00:00:00Z,GmMV2-BEG34,Gigaspora margarita mitovirus 2,Mitovirus,Mitoviridae,ssRNA(+),3394,RefSeq,complete,,,1,Italy,Italy,,Gigaspora margarita,,2015-10,,"Gigaspora margarita mitovirus 2 isolate GmMV2-BEG34, complete genome"
NC_040819.1,,"Yong,W.",2019-02-12T00:00:00Z,,Leptosphaeria biglobosa mitovirus 1,Mitovirus,Mitoviridae,ssRNA(+),2568,RefSeq,complete,,,,China,China,,Leptosphaeria biglobosa,,2014,,"Leptosphaeria biglobosa mitovirus 1, complete genome"
NC_040820.1,,"Van Borm,S., Steensels,M., Mathijs,E., Yinda,C.K., Matthijnssens,J., Lambrecht,B.",2019-02-12T00:00:00Z,,Blackbird arilivirus,,,ssRNA(+),9228,RefSeq,complete,,,1,Belgium,Belgium,,Turdus merula,,2017-08,,"Blackbird arilivirus, complete genome"
NC_040825.1,,"Alcala-Briseno,R.I., Okada,R., Herrera,F., Valverde,R.A.",2019-02-12T00:00:00Z,593049,Cluster bean endornavirus 1,,Endornaviridae,dsRNA,12895,RefSeq,complete,,,,USA: Texas,USA,TX,Cyamopsis tetragonoloba,,,,"Cluster bean endornavirus 1 isolate 593049, complete genome"
NC_040828.1,,"Zhang,T., Zeng,X., Cai,X., Liu,H., Zeng,Z.",2019-02-12T00:00:00Z,JLM45-3,Trichoderma asperellum dsRNA virus 1,,,dsRNA,9838,RefSeq,complete,,,1,China,China,,Trichoderma asperellum,,2015-10,,"Trichoderma asperellum dsRNA virus 1 isolate JLM45-3 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds"
NC_040829.1,,"Grybchuk,D., Yurchenko,V.",2019-02-12T00:00:00Z,,Blechmonas luni narnavirus 1,Narnavirus,Narnaviridae,ssRNA(+),2747,RefSeq,complete,,,,Czech Republic,Czech Republic,,,,2015,,"Blechmonas luni narnavirus 1 strain OSU2 RNA-dependent RNA polymerase gene, complete cds"
NC_040830.1,,"Cai,G., Myers,K., Fry,W.E., Hillman,B.I.",2019-02-12T00:00:00Z,US940480,Phytophthora infestans RNA virus 2,,,RNA,11170,RefSeq,complete,,,,USA,USA,,Phytophthora infestans,,1994,,"Phytophthora infestans RNA virus 2 isolate US940480, complete genome"
NC_040832.1,,"Sadeghi,M., Altan,E., Deng,X., Barker,C.M., Fang,Y., Coffey,L.L., Delwart,E., Coffey,L.",2019-02-12T00:00:00Z,,Culex Iflavi-like virus 4,,Iflaviridae,ssRNA(+),10319,RefSeq,complete,,,1,USA,USA,,Culex,,2016-07-02,,"Culex Iflavi-like virus 4 strain CIVL4-Sonoma, complete genome"
NC_040834.1,,"Zheng,L., Wu,L., Postman,J., Liu,H., Li,R.",2019-02-12T00:00:00Z,BC,Blackcurrant-associated closterovirus 1,Closterovirus,Closteroviridae,ssRNA(+),17320,RefSeq,complete,,,1,Canada,Canada,,Ribes nigrum,,2003-01-15,,"Blackcurrant-associated closterovirus 1 isolate BC, complete genome"
NC_040835.1,,"Reuter,G., Boros,A., Toth,Z., Kapusinszky,B., Delwart,E., Pankovics,P.",2019-02-12T00:00:00Z,,Rana hepevirus,,Hepeviridae,ssRNA(+),7188,RefSeq,complete,,,1,Hungary,Hungary,,Rana dalmatina,feces,2015-06,,"Rana hepevirus strain agile forg/RD6/2015/HUN, complete genome"
NC_040836.1,,"Yang,K., Ran,M., Li,Z., Hu,M., Zheng,L., Liu,W., Jin,P., Miao,W., Zhou,P., Shen,W., Cui,H.",2019-02-12T00:00:00Z,HNBT,Areca palm necrotic spindle-spot virus,Arepavirus,Potyviridae,ssRNA(+),9437,RefSeq,complete,,,1,China,China,,Dypsis lutescens,,2017-06,,"Areca palm necrotic spindle-spot virus isolate HNBT, complete genome"
NC_040837.1,,"Hily,J.M., Candresse,T., Garcia,S., Vigne,E., Tanniere,M., Komar,V., Barnabe,G., Alliaume,A., Gilg,S., Hommay,G., Beuve,M., Marais,A., Lemaire,O., Hily,J.-M.",2019-02-12T00:00:00Z,,Grapevine associated tymo-like virus,,,ssRNA(+),6060,RefSeq,complete,,,1,France: Colmar,France,,Vitis vinifera,plant leaf,2013-09,,"Grapevine associated tymo-like virus, complete genome"
NC_040840.1,,"Koloniuk,I., Thekke-Veetil,T., Reynard,J.S., Mavric Plesko,I., Pribylova,J., Brodard,J., Kellenberger,I., Sarkisova,T., Spak,J., Lamovsek,J., Massart,S., Ho,T., Postman,J.D., Tzanetakis,I.E.",2019-02-12T00:00:00Z,GR,Blackcurrant leafroll-associated virus 1,Closterovirus,Closteroviridae,ssRNA(+),17161,RefSeq,complete,,,1,Czech Republic,Czech Republic,,Ribes rubrum,plant leaf,2014,,"Blackcurrant leafroll-associated virus 1 isolate GR, complete genome"
NC_040841.1,,"Rastrojo,A., Alcami,A.",2019-02-12T00:00:00Z,B2,Pinus nigra virus 1,,Caulimoviridae,dsDNA-RT,7107,RefSeq,complete,,,,Spain,Spain,,Pinus nigra,,2016-05-15,,"Pinus nigra virus 1 isolate B2, complete genome"
NC_040842.1,,"Felker,P., Bunch,R., Tine,J., Russo,G., Preston,K., Cushman,J., Yim,W., Suter,B., Xiaohan,M.",2019-02-12T00:00:00Z,,Potexvirus sp.,Potexvirus,Alphaflexiviridae,ssRNA(+),5839,RefSeq,complete,,,,,,,Opuntia ficus-indica,,,,"Potexvirus sp., complete genome"
NC_040844.1,,"Neupane,A., Marzano,S.-Y.",2019-02-12T00:00:00Z,,Rhizophagus diaphanum mitovirus 1,Mitovirus,Mitoviridae,ssRNA(+),3554,RefSeq,complete,,,,Canada,Canada,,Oehlia diaphana,,2017-04,,"Rhizophagus diaphanum mitovirus 1 RNA-dependent RNA polymerase gene, complete cds"
NC_040846.1,,"Zhang,T., Zeng,X., Zeng,Z., Hu,Z., Yang,F.",2019-02-12T00:00:00Z,GZ-2,Ustilaginoidea virens nonsegmented virus 2,,,dsRNA,2887,RefSeq,complete,,,1,China,China,,Ustilaginoidea virens,,2015-10-01,,"Ustilaginoidea virens nonsegmented virus 2 isolate GZ-2 fusion protein, hypothetical protein, and RNA-dependent RNA polymerase genes, complete cds"
NC_040847.1,,"Yang,H., Li,Z., Zhang,Y., Gao,L., Xie,J., Liao,D., Wang,J., Li,H., Wu,J.",2019-02-12T00:00:00Z,,Guangxi orbivirus,Orbivirus,Reoviridae,dsRNA,2000,RefSeq,complete,,4,,China: Guangxi Province,China,,Bos taurus,blood,2015,,"Guangxi orbivirus strain V172/GX/2015 segment 4, complete sequence"
NC_039897.1,,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.",2018-11-21T00:00:00Z,Shimizu/KK2866,Norwalk virus,Norovirus,Caliciviridae,ssRNA(+),7745,RefSeq,complete,,,,Japan,Japan,,Homo sapiens,,2007,,"Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866, complete genome"
NC_039475.1,,"Dang Thanh,H., Than,V.T., Nguyen,T.H., Lim,I., Kim,W., Hien,D.T.",2018-10-12T00:00:00Z,,Norwalk virus,Norovirus,Caliciviridae,ssRNA(+),7556,RefSeq,complete,,,1,South Korea,South Korea,,Homo sapiens,feces,2015,,"Norovirus GII.17, complete genome"
NC_039476.1,,"Ao,Y., Wang,J., Ling,H., He,Y., Dong,X., Wang,X., Peng,J., Zhang,H., Jin,M., Duan,Z.",2018-10-12T00:00:00Z,BJSMQ,Norwalk virus,Norovirus,Caliciviridae,ssRNA(+),7536,RefSeq,complete,,,1,China,China,,,feces,2016-12-12,,"Norovirus GII.2 strain Env/CHN/2016/GII.P16-GII.2/BJSMQ, complete genome"
NC_039477.1,,"Brown,J.R., Roy,S., Shah,D., Williams,C.A., Williams,R., Dunn,H., Hartley,J., Harris,K., Breuer,J.",2018-10-12T00:00:00Z,NORO_226_06_01_2016,Norwalk virus,Norovirus,Caliciviridae,ssRNA(+),7567,RefSeq,complete,,,1,United Kingdom,United Kingdom,,Homo sapiens,,2016-01-06,,"Norovirus GII, complete genome"
NC_039345.1,,"Goldstein,T., Anthony,S.J., Gbakima,A., Bird,B.H., Bangura,J., Tremeau-Bravard,A., Belaganahalli,M.N., Wells,H.L., Dhanota,J.K., Liang,E., Grodus,M., Jangra,R.K., DeJesus,V.A., Lasso,G., Smith,B.R., Jambai,A., Kamara,B.O., Kamara,S., Bangura,W., Monagin,C., Shapira,S., Johnson,C.K., Saylors,K., Rubin,E.M., Chandran,K., Lipkin,W.I., Mazet,J.A.K., Wells,H., Cabrera,G.L., Lebreton,M.",2018-09-07T00:00:00Z,Bombali ebolavirus/Mops condylurus/SLE/2016/PREDICT_SLAB000156,Bombali ebolavirus,Ebolavirus,Filoviridae,ssRNA(-),19043,RefSeq,complete,,,,Sierra Leone,Sierra Leone,,Mops condylurus,oronasopharynx,2016-05-25,,"Bombali ebolavirus isolate Bombali ebolavirus/Mops condylurus/SLE/2016/PREDICT_SLAB000156, complete genome"
NC_039199.1,,"van den Hoogen,B.G., de Jong,J.C., Groen,J., Kuiken,T., de Groot,R., Fouchier,R.A., Osterhaus,A.D.",2018-08-25T00:00:00Z,00-1,Human metapneumovirus,Metapneumovirus,Pneumoviridae,ssRNA(-),13350,RefSeq,complete,,,1,,,,,,,,"Human metapneumovirus isolate 00-1, complete genome"
NC_011547.1,,"Woo,P.C., Lau,S.K., Lam,C.S., Lai,K.K., Huang,Y., Lee,P., Luk,G.S., Dyrting,K.C., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lai,K.K.Y., Luk,G.",2018-08-24T00:00:00Z,,Bulbul coronavirus HKU11,Deltacoronavirus,Coronaviridae,ssRNA(+),26487,RefSeq,complete,,,1,Hong Kong,Hong Kong,,Pycnonotus jocosus,,2007-01,,"Bulbul coronavirus HKU11-934, complete genome"
NC_038236.1,,"Rodriguez,L.L., Pauszek,S.J., Bunch,T.A., Schumann,K.R.",2018-08-24T00:00:00Z,,Indiana vesiculovirus,Vesiculovirus,Rhabdoviridae,ssRNA(-),11162,RefSeq,complete,Indiana 1,,1,USA: Colorado,USA,CO,Equus caballus,,,,"Vesicular stomatitis Indiana virus strain 98COE, complete genome"
NC_038257.1,,,2018-08-24T00:00:00Z,TS6347,Badu phasivirus,Phasivirus,Phenuiviridae,ssRNA(-),6863,RefSeq,complete,,L,,Australia,Australia,,Culex,,2003-03,,"Badu virus isolate TS6347 segment L, complete sequence"
NC_038258.1,,,2018-08-24T00:00:00Z,TS6347,Badu phasivirus,Phasivirus,Phenuiviridae,ssRNA(-),3871,RefSeq,complete,,M,,Australia,Australia,,Culex,,2003-03,,"Badu virus isolate TS6347 segment M, complete sequence"
NC_038259.1,,,2018-08-24T00:00:00Z,TS6347,Badu phasivirus,Phasivirus,Phenuiviridae,ssRNA(-),1513,RefSeq,complete,,S,,Australia,Australia,,Culex,,2003-03,,"Badu virus isolate TS6347 segment S, complete sequence"
NC_038261.1,,"Aguiar,E.R., Olmo,R.P., Paro,S., Ferreira,F.V., de Faria,I.J., Todjro,Y.M., Lobo,F.P., Kroon,E.G., Meignin,C., Gatherer,D., Imler,J.L., Marques,J.T., Aguiar,E.R.G.R., Faria,I.J.S., Todjro,Y.M.H., Imler,J.-L.",2018-08-24T00:00:00Z,Rio,Phasi Charoen-like phasivirus,Phasivirus,Phenuiviridae,ssRNA(-),3935,RefSeq,complete,,M,1,Brazil,Brazil,,Aedes aegypti,,2012,,"Phasi Charoen-like virus isolate Rio segment M glycoprotein gene, complete cds"
NC_038262.1,,"Aguiar,E.R., Olmo,R.P., Paro,S., Ferreira,F.V., de Faria,I.J., Todjro,Y.M., Lobo,F.P., Kroon,E.G., Meignin,C., Gatherer,D., Imler,J.L., Marques,J.T., Aguiar,E.R.G.R., Faria,I.J.S., Todjro,Y.M.H., Imler,J.-L.",2018-08-24T00:00:00Z,Rio,Phasi Charoen-like phasivirus,Phasivirus,Phenuiviridae,ssRNA(-),6806,RefSeq,complete,,L,1,Brazil,Brazil,,Aedes aegypti,,2012,,"Phasi Charoen-like virus isolate Rio segment L RNA-dependent RNA polymerase gene, complete cds"
NC_038263.1,,"Aguiar,E.R., Olmo,R.P., Paro,S., Ferreira,F.V., de Faria,I.J., Todjro,Y.M., Lobo,F.P., Kroon,E.G., Meignin,C., Gatherer,D., Imler,J.L., Marques,J.T., Aguiar,E.R.G.R., Faria,I.J.S., Todjro,Y.M.H., Imler,J.-L.",2018-08-24T00:00:00Z,Rio,Phasi Charoen-like phasivirus,Phasivirus,Phenuiviridae,ssRNA(-),1358,RefSeq,complete,,S,1,Brazil,Brazil,,Aedes aegypti,,2012,,"Phasi Charoen-like virus isolate Rio segment S Nucleocapsid gene, complete cds"
NC_038268.1,,"Rubbenstroth,D., Schmidt,V., Rinder,M., Legler,M., Corman,V.M., Staeheli,P.",2018-08-24T00:00:00Z,VS-4707,Passeriform 2 orthobornavirus,Orthobornavirus,Bornaviridae,ssRNA(-),5572,RefSeq,complete,,,1,Germany,Germany,,Estrilda troglodytes,,2013-01,,"Estrildid finch bornavirus 1 isolate VS-4707 nucleoprotein (N), X protein (X), phosphoprotein (P), matrix protein (M), and glycoprotein (G) genes, complete cds; and viral polymerase (L) gene, partial cds"
NC_038269.1,,"Wang,F., Fang,Q., Wang,B., Yan,Z., Hong,J., Bao,Y., Kuhu,J.H., Werren,J.H., Song,Q., Ye,G.",2018-08-24T00:00:00Z,1,Pteromalus puparum peropuvirus,Peropuvirus,Artoviridae,ssRNA(-),12230,RefSeq,complete,,,,China,China,,Pteromalus puparum,,2013-03-29,,"Pteromalus puparum negative-strand RNA virus 1, complete genome"
NC_038270.1,,"Kumar,S., Collins,P.L., Samal,S.K.",2018-08-24T00:00:00Z,,Human respirovirus 3,Respirovirus,Paramyxoviridae,ssRNA(-),15462,RefSeq,complete,,,1,South Africa,South Africa,,Cercopithecus mitis,oronasopharynx,1963,,"Simian Agent 10, complete genome"
