"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"2744","NC_028958.1","DNA","dsDNA","Clostridium phage phiCD146","Leicestervirus CD146","Leicestervirus","Unknown",41507
"2745","NC_055819.1","DNA","dsDNA","Gordonia phage Keitabear","Vividuovirus keitabear","Vividuovirus","Unknown",59759
"2746","NC_022752.1","DNA","dsDNA","Salmonella phage SETP13","Jerseyvirus SETP13","Jerseyvirus","Unknown",42665
"2747","NC_048170.1","DNA","dsDNA","Escherichia phage vB_EcoM_Goslar","Goslarvirus goslar","Goslarvirus","Unknown",237307
"2748","NC_022229.1","DNA","ssDNA(+/-)","Tomato yellow leaf curl Saudi virus","Tomato yellow leaf curl Saudi virus","Begomovirus","Geminiviridae",2775
"2749","NC_043264.1","DNA","dsDNA","Bracoviriform inaniti","Bracoviriform inaniti","Bracoviriform","Polydnaviriformidae",22343
"2750","NC_038460.1","DNA","ssDNA(+/-)","Sida golden yellow vein virus-[A11]","Sida golden yellow vein virus","Begomovirus","Geminiviridae",2603
"2751","NC_034624.1","DNA","dsDNA","Sulfolobus islandicus rod-shaped virus 11","Usarudivirus SIRV11","Usarudivirus","Rudiviridae",33356
"2752","NC_049853.1","DNA","dsDNA","Escherichia phage Henu8","Hanrivervirus henu8","Hanrivervirus","Drexlerviridae",49890
"2753","NC_030905.1","DNA","dsDNA","Gordonia phage Woes","Woesvirus woes","Woesvirus","Unknown",73752
"2754","NC_070967.1","DNA","dsDNA","Rhizobium phage RHph_Y65","Rhizobium phage RHph_Y65","Unknown","Unknown",206821
"2755","NC_005319.1","DNA","ssDNA(+/-)","Euphorbia leaf curl virus","Euphorbia leaf curl virus","Begomovirus","Geminiviridae",2746
"2756","NC_043535.1","DNA","dsDNA-RT","Cacao swollen shoot Ghana Q virus","Badnavirus epsiloninflatheobromae","Badnavirus","Caulimoviridae",7102
"2757","NC_070915.1","DNA","dsDNA","Yersinia phage vB_YenM_56.17","Yersinia phage vB_YenM_56.17","Unknown","Peduoviridae",33247
"2758","NC_021540.1","DNA","dsDNA","Vibrio phage JA-1","Pacinivirus VCO139","Pacinivirus","Schitoviridae",69278
"2759","NC_031465.1","DNA","dsDNA","Golden Marseillevirus","Golden Marseillevirus","Marseillevirus","Marseilleviridae",360610
"2760","NC_060131.1","DNA","dsDNA","Gordonia phage Neville","Gordonia phage Neville","Unknown","Unknown",75813
"2761","NC_047771.1","DNA","dsDNA","Klebsiella phage vB_KpnP_KpV763","Przondovirus KpV763","Przondovirus","Autographiviridae",40765
"2762","NC_070694.1","DNA","dsDNA","Streptococcus phage P5651","Streptococcus phage P5651","Moineauvirus","Aliceevansviridae",34292
"2763","NC_004688.1","DNA","dsDNA","Mycobacterium phage Omega","Omegavirus omega","Omegavirus","Unknown",110865
"2764","NC_040541.1","DNA","ssDNA(+/-)","Maize striate mosaic virus","Maize striate mosaic virus","Mastrevirus","Geminiviridae",2746
"2765","NC_001491.2","DNA","dsDNA","Equid alphaherpesvirus 1","Varicellovirus equidalpha1","Varicellovirus","Orthoherpesviridae",150224
"2766","NC_004660.1","DNA","ssDNA(+/-)","Sida golden mosaic Honduras virus","Sida golden mosaic Honduras virus","Begomovirus","Geminiviridae",2589
"2767","NC_027640.1","DNA","ssDNA(+)","Microviridae Fen418_41","Microviridae Fen418_41","Unknown","Microviridae",4949
"2768","NC_015225.1","DNA","dsDNA","Simian adenovirus 49","Simian mastadenovirus B","Mastadenovirus","Adenoviridae",35499
"2769","NC_048668.1","DNA","dsDNA","Serratia phage vB_SmaM_ 2050HW","Moabitevirus mv2050HW","Moabitevirus","Unknown",276025
"2770","NC_027385.1","DNA","dsDNA","Propionibacterium phage PHL092M00","Pahexavirus PHL092M00","Pahexavirus","Unknown",29261
"2771","NC_077165.1","DNA","dsDNA-RT","Chinaberry tree badnavirus 1","Chinaberry tree badnavirus 1","Badnavirus","Caulimoviridae",7018
"2772","NC_055004.1","DNA","dsDNA","Lactococcus phage vB_Llc_bIBBp6/4","Ceduovirus bIBBp64","Ceduovirus","Unknown",22220
"2773","NC_047751.1","DNA","dsDNA","Ralstonia phage phiITL-1","Serkorvirus ITL1","Serkorvirus","Autographiviridae",38731
"2774","NC_055490.1","DNA","ssDNA(+/-)","Cowpea bright yellow mosaic virus","Cowpea bright yellow mosaic virus","Begomovirus","Geminiviridae",2593
"2775","NC_070761.1","DNA","dsDNA","Gordonia phage GMA2","Gordonia phage GMA2","Unknown","Unknown",103424
"2776","NC_055706.1","DNA","dsDNA","Azobacteroides phage ProJPt-Bp1","Dechshavirus japanensis","Dechshavirus","Suoliviridae",99517
"2777","NC_027625.1","DNA","dsDNA","Propionibacterium phage Kubed","Pahexavirus kubed","Pahexavirus","Unknown",29461
"2778","NC_071151.1","DNA","dsDNA","Klebsiella phage vB_Kpn_ZC2","Klebsiella phage vB_Kpn_ZC2","Unknown","Unknown",48258
"2779","NC_061439.1","DNA","dsDNA","Pseudomonas phage vB_PaeS_PcyII-40_PfII40a","Pseudomonas phage vB_PaeS_PcyII-40_PfII40a","Casadabanvirus","Unknown",37033
"2780","NC_031451.1","DNA","ssDNA(+/-)","Wissadula yellow mosaic virus","Wissadula yellow mosaic virus","Begomovirus","Geminiviridae",2621
"2781","NC_049842.1","DNA","dsDNA","Klebsiella phage vB_KpnS_15-38_KLPPOU149","Webervirus KLPPOU149","Webervirus","Drexlerviridae",49316
"2782","NC_051717.1","DNA","dsDNA","Mycobacterium phage Wachhund","Cheoctovirus wachhund","Cheoctovirus","Unknown",54513
"2783","NC_077009.1","DNA","ssDNA(+/-)","Rodent tetraparvovirus","Rodent tetraparvovirus","Tetraparvovirus","Parvoviridae",5494
"2784","NC_006631.1","DNA","ssDNA(+/-)","Malvastrum yellow vein Yunnan virus","Malvastrum yellow vein Yunnan virus","Begomovirus","Geminiviridae",2747
"2785","NC_041913.1","DNA","dsDNA","Providencia phage vB_PreS_PR1","Priunavirus PR1","Priunavirus","Demerecviridae",118537
"2786","NC_043377.1","DNA","dsDNA","Bracoviriform rubeculae","Bracoviriform rubeculae","Bracoviriform","Polydnaviriformidae",697
"2787","NC_007047.1","DNA","dsDNA","Staphylococcus phage 187","Phietavirus pv187","Phietavirus","Unknown",39620
"2788","NC_028768.1","DNA","dsDNA","Achromobacter phage JWX","Steinhofvirus JWX","Steinhofvirus","Unknown",49714
"2789","NC_019709.1","DNA","dsDNA","Escherichia phage mEpX1","Cuauhtlivirus mEpX1","Cuauhtlivirus","Unknown",41567
"2790","NC_023006.1","DNA","dsDNA","Pseudomonas phage PPpW-3","Pseudomonas phage PPpW-3","Harrisonburgvirus","Unknown",43564
"2791","NC_038889.1","DNA","dsDNA","human papillomavirus 30","Alphapapillomavirus 6","Alphapapillomavirus","Papillomaviridae",7852
"2792","NC_073073.1","DNA","dsDNA","Escherichia phage mckay","Escherichia phage mckay","Dhillonvirus","Unknown",44443
"2793","NC_076169.1","DNA","ssDNA","Chlorocebus cynosuros associated smacovirus","Chlorocebus cynosuros associated smacovirus","Unknown","Unknown",2691
"2794","NC_016998.1","DNA","ssDNA(+/-)","Centrosema yellow spot virus","Centrosema yellow spot virus","Begomovirus","Geminiviridae",2675
"2795","NC_049376.1","DNA","dsDNA","Lactococcus phage 3R16S","Skunavirus sv3R16S","Skunavirus","Unknown",30446
"2796","NC_019520.1","DNA","dsDNA","Escherichia phage phiKT","Ermolevavirus PhiKT","Ermolevavirus","Autographiviridae",42608
"2797","NC_019419.2","DNA","dsDNA","Escherichia phage JL1","Dhillonvirus JL1","Dhillonvirus","Unknown",43457
"2798","NC_055762.1","DNA","dsDNA","Gordonia phage Angelicage","Vividuovirus angelicage","Vividuovirus","Unknown",59215
"2799","NC_029548.1","DNA","dsDNA","Pyrobaculum filamentous virus 1","Alphatristromavirus PFV1","Alphatristromavirus","Tristromaviridae",17714
"2800","NC_023038.1","DNA","ssDNA","Tomato leaf curl Gandhinagar betasatellite","Tomato leaf curl Gandhinagar betasatellite","Betasatellite","Tolecusatellitidae",1365
"2801","NC_003973.1","DNA","dsDNA","Psittacus erithacus papillomavirus 1","Thetapapillomavirus 1","Thetapapillomavirus","Papillomaviridae",7304
"2802","NC_040345.1","DNA","ssDNA","Longjawed orbweaver circular virus 2","Longjawed orbweaver circular virus 2","Unknown","Unknown",2321
"2803","NC_001454.1","DNA","dsDNA","Human mastadenovirus F","Human mastadenovirus F","Mastadenovirus","Adenoviridae",34214
"2804","NC_069743.1","DNA","dsDNA","Pseudomonas phage Guyu","Pseudomonas phage Guyu","Septimatrevirus","Unknown",43141
"2805","NC_013599.1","DNA","dsDNA","Xylella phage Xfas53","Xylella phage Xfas53","Unknown","Unknown",36674
"2806","NC_017993.1","DNA","dsDNA","Human papillomavirus 135","Gammapapillomavirus 15","Gammapapillomavirus","Papillomaviridae",7293
"2807","NC_022985.1","DNA","dsDNA","Mycobacterium phage Zaka","Gladiatorvirus zaka","Gladiatorvirus","Unknown",52122
"2808","NC_074970.1","DNA","ssDNA(+/-)","Bovine parvovirus 3","Erythroparvovirus ungulate1","Erythroparvovirus","Parvoviridae",5276
"2809","NC_023697.1","DNA","dsDNA","Mycobacterium phage Babsiella","Brujitavirus babsiella","Brujitavirus","Unknown",48420
"2810","NC_023741.1","DNA","dsDNA","Mycobacterium phage Stinger","Coopervirus stinger","Coopervirus","Unknown",69641
"2811","NC_014381.1","DNA","ssDNA(+/-)","Melon chlorotic mosaic virus","Melon chlorotic mosaic virus","Begomovirus","Geminiviridae",2607
"2812","NC_004087.1","DNA","dsDNA","Sulfolobus islandicus rod-shaped virus 1","Icerudivirus SIRV1","Icerudivirus","Rudiviridae",32308
"2813","NC_047830.1","DNA","dsDNA","Escherichia phage ST32","Carltongylesvirus ST32","Carltongylesvirus","Chaseviridae",53092
"2814","NC_054426.1","DNA","dsDNA","Arthrobacter phage Nubia","Korravirus nubia","Korravirus","Unknown",44045
"2815","NC_030124.1","DNA","ssDNA","Bovine faeces associated smacovirus 1","Bonzesmacovirus bovas1","Bonzesmacovirus","Smacoviridae",2723
"2816","NC_048811.1","DNA","dsDNA","Salmonella phage 1-29","Epseptimavirus ev129","Epseptimavirus","Demerecviridae",111636
"2817","NC_003563.1","DNA","ssDNA(+)","Faba bean necrotic yellows virus","Faba bean necrotic yellows virus","Nanovirus","Nanoviridae",1006
"2818","NC_018090.1","DNA","ssDNA(+/-)","French bean leaf curl virus","French bean leaf curl virus","Begomovirus","Geminiviridae",2741
"2819","NC_038265.1","DNA","dsDNA","Porcine lymphotropic herpesvirus 2","Macavirus suidgamma4","Macavirus","Orthoherpesviridae",59673
"2820","NC_076214.1","DNA","ssDNA","Tomato leaf curl Joydebpur betasatellite","Tomato leaf curl Joydebpur betasatellite","Betasatellite","Tolecusatellitidae",1363
"2821","NC_023626.1","DNA","ssDNA(+)","Milk vetch dwarf virus","Milk vetch dwarf virus","Nanovirus","Nanoviridae",991
"2822","NC_035476.1","DNA","ssDNA(+/-)","Porcine stool-associated circular virus/BEL/15V010","Porcine stool-associated circular virus/BEL/15V010","Unknown","Circoviridae",3081
"2823","NC_076467.1","DNA","ssDNA","Cotton leaf curl Gezira alphasatellite 3","Cotton leaf curl Cameroon alphasatellite","Gosmusatellite","Alphasatellitidae",1375
"2824","NC_008584.1","DNA","dsDNA","Thermus phage phiYS40","Thermus phage phiYS40","Unknown","Unknown",152372
"2825","NC_006152.1","DNA","ssDNA(+/-)","adeno-associated virus 5","Dependoparvovirus mammalian1","Dependoparvovirus","Parvoviridae",4642
"2826","NC_028803.1","DNA","dsDNA","Mycobacterium phage OSmaximus","Pegunavirus Pg1","Pegunavirus","Unknown",69118
"2827","NC_055611.1","DNA","ssDNA(+)","Parsley severe stunt associated virus","Parsley severe stunt associated virus","Nanovirus","Nanoviridae",969
"2828","NC_014459.2","DNA","dsDNA","Mycobacterium phage CrimD","Anayavirus crimD","Anayavirus","Unknown",59798
"2829","NC_041984.1","DNA","dsDNA","Mycobacterium phage Tiger","Benedictvirus tiger","Benedictvirus","Unknown",50332
"2830","NC_048822.1","DNA","dsDNA","Gordonia phage Avazak","Tanisvirus avazak","Tanisvirus","Unknown",60278
"2831","NC_041895.1","DNA","dsDNA","Propionibacterium phage G4","Doucettevirus G4","Doucettevirus","Unknown",38555
"2832","NC_031914.1","DNA","dsDNA","Flavobacterium phage Fpv1","Fipvunavirus Fpv1","Fipvunavirus","Unknown",88994
"2833","NC_008780.1","DNA","ssDNA(+/-)","Sida yellow mosaic Yucatan virus","Sida yellow mosaic Yucatan virus","Begomovirus","Geminiviridae",2586
"2834","NC_006635.1","DNA","dsDNA","Bracoviriform congregatae","Bracoviriform congregatae","Bracoviriform","Polydnaviriformidae",29874
"2835","NC_003389.1","DNA","dsDNA","Swinepox virus","Swinepox virus","Suipoxvirus","Poxviridae",146454
"2836","NC_051616.1","DNA","dsDNA","Mycobacterium phage Bella96","Anayavirus bella96","Anayavirus","Unknown",60746
"2837","NC_076334.1","DNA","ssDNA","Genomoviridae sp.","Genomoviridae sp.","Unknown","Genomoviridae",2189
"2838","NC_004582.1","DNA","ssDNA(+/-)","Cotton leaf curl Alabad virus","Cotton leaf curl Alabad virus","Begomovirus","Geminiviridae",2744
"2839","NC_008874.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",2509
"2840","NC_048631.1","DNA","dsDNA","Bacillus phage phi105","Spizizenvirus sv105","Spizizenvirus","Unknown",39318
"2841","NC_047821.1","DNA","dsDNA","Marinomonas phage CPP1m","Murciavirus CPP1m","Murciavirus","Autographiviridae",44245
"2842","NC_011201.1","DNA","dsDNA","Ralstonia phage RSB1","Higashivirus RSB1","Higashivirus","Autographiviridae",43079
"2843","NC_018578.1","DNA","ssDNA(+/-)","Sporobolus striate mosaic virus 2","Sporobolus striate mosaic virus 2","Mastrevirus","Geminiviridae",2716
"2844","NC_001741.1","DNA","ssDNA(+)","Chlamydiamicrovirus Chp1","Chlamydiamicrovirus Chp1","Chlamydiamicrovirus","Microviridae",4877
"2845","NC_049973.1","DNA","dsDNA","Bacillus phage SRT01hs","Gaunavirus SRT01hs","Gaunavirus","Salasmaviridae",20784
"2846","NC_017978.1","DNA","dsDNA","Clostridium phage PhiS63","Clostridium phage PhiS63","Unknown","Unknown",33609
"2847","NC_049930.1","DNA","dsDNA","Enterococcus phage vB_EfaP_Zip","Minhovirus zip","Minhovirus","Rountreeviridae",18742
"2848","NC_008208.1","DNA","dsDNA","Aeromonas phage 25","Tulanevirus bteighttwo","Tulanevirus","Straboviridae",161475
"2849","NC_008316.1","DNA","ssDNA(+/-)","Malvastrum leaf curl Guangdong virus","Malvastrum leaf curl Guangdong virus","Begomovirus","Geminiviridae",2767
"2850","NC_043043.1","DNA","dsDNA","Salmonid herpesvirus 1","Salmovirus salmonidallo1","Salmovirus","Alloherpesviridae",4245
"2851","NC_070986.1","DNA","dsDNA","Escherichia phage vB_EcoP_EcoN5","Escherichia phage vB_EcoP_EcoN5","Kuravirus","Unknown",76083
"2852","NC_075546.1","DNA","dsDNA","Chrysochromulina parva virus","Chrysochromulina parva virus","Prymnesiovirus","Phycodnaviridae",437255
"2853","NC_024009.1","DNA","ssDNA(+/-)","Allamanda leaf mottle distortion virus","Allamanda leaf mottle distortion virus","Begomovirus","Geminiviridae",2772
"2854","NC_026928.1","DNA","dsDNA","Synechococcus phage ACG-2014e","Chalconvirus acg2014e","Chalconvirus","Kyanoviridae",189418
"2855","NC_038378.1","DNA","dsDNA-RT","Cacao swollen shoot CD virus","Badnavirus alphainflatheobromae","Badnavirus","Caulimoviridae",7203
"2856","NC_024491.1","DNA","ssDNA(+/-)","Mirabilis leaf curl virus","Mirabilis leaf curl virus","Begomovirus","Geminiviridae",2778
"2857","NC_010236.1","DNA","ssDNA","Tomato leaf curl Joydebpur betasatellite","Tomato leaf curl Joydebpur betasatellite","Betasatellite","Tolecusatellitidae",1370
"2858","NC_047778.1","DNA","dsDNA","Pectobacterium phage PP2","Wanjuvirus PP2","Wanjuvirus","Autographiviridae",41841
"2859","NC_073479.1","DNA","dsDNA","Glutamicibacter phage Voltaire","Glutamicibacter phage Voltaire","Unknown","Unknown",18418
"2860","NC_055133.1","DNA","ssDNA(+/-)","Tomato leaf curl Karnataka virus 2","Tomato leaf curl Karnataka virus 2","Begomovirus","Geminiviridae",2772
"2861","NC_070816.1","DNA","dsDNA","Gordonia phage Denise","Gordonia phage Denise","Unknown","Unknown",45043
"2862","NC_010154.1","DNA","dsDNA","Acidianus filamentous virus 8","Acidianus filamentous virus 8","Betalipothrixvirus","Lipothrixviridae",38179
"2863","NC_042094.1","DNA","dsDNA","Vibrio phage Ceto","Cetovirus ceto","Cetovirus","Demerecviridae",128241
"2864","NC_038876.1","DNA","ssDNA(+/-)","Clerodendrum golden mosaic Jiangsu virus","Clerodendrum golden mosaic Jiangsu virus","Begomovirus","Geminiviridae",2753
"2865","NC_038990.1","DNA","ssDNA(+/-)","Sida chlorotic mottle virus","Sida chlorotic mottle virus","Begomovirus","Geminiviridae",2601
"2866","NC_008935.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",2502
"2867","NC_070971.1","DNA","dsDNA","Pseudomonas virus PBPA162","Pseudomonas virus PBPA162","Unknown","Unknown",60626
"2868","NC_048190.1","DNA","dsDNA","Rheinheimera phage vB_RspM_Barba19A","Barbavirus barba19A","Barbavirus","Unknown",84608
"2869","NC_077034.1","DNA","ssDNA(+/-)","Werosea cyclovirus","Werosea cyclovirus","Cyclovirus","Circoviridae",2015
"2870","NC_023700.1","DNA","dsDNA","Pseudomonas phage PA1/KOR/2010","Casadabanvirus PA1KOR","Casadabanvirus","Unknown",34553
"2871","NC_038392.1","DNA","ssDNA(+/-)","Human stool-associated circular virus NG13","Circovirus eniyan","Circovirus","Circoviridae",1699
"2872","NC_016647.1","DNA","ssDNA(+/-)","Porcine bocavirus 5/JS677","Porcine bocavirus 5","Bocaparvovirus","Parvoviridae",5076
"2873","NC_025425.1","DNA","dsDNA","Enterobacteria phage GEC-3S","Krischvirus gec3s","Krischvirus","Straboviridae",163424
"2874","NC_028842.1","DNA","dsDNA","Mycobacterium phage CaptainTrips","Cheoctovirus captaintrips","Cheoctovirus","Unknown",57328
"2875","NC_010797.1","DNA","ssDNA(+/-)","Urochloa streak virus","Urochloa streak virus","Mastrevirus","Geminiviridae",2736
"2876","NC_004112.1","DNA","dsDNA","Lactobacillus phage A2","Ashduovirus A2","Ashduovirus","Unknown",43411
"2877","NC_047832.1","DNA","dsDNA","Pasteurella phage PHB01","Wuhanvirus PHB01","Wuhanvirus","Autographiviridae",37287
"2878","NC_029103.1","DNA","dsDNA","Sulfolobus monocaudavirus SMV3","Sulfolobus monocaudavirus SMV3","Unknown","Bicaudaviridae",64323
"2879","NC_054915.1","DNA","dsDNA","Escherichia phage vB_EcoM_G8","Tequatrovirus geeight","Tequatrovirus","Straboviridae",169650
"2880","NC_007029.1","DNA","dsDNA","Bracoviriform demolitoris","Bracoviriform demolitoris","Bracoviriform","Polydnaviriformidae",6307
"2881","NC_001338.1","DNA","dsDNA","Sulfolobus spindle-shaped virus 1","Sulfolobus spindle-shaped virus 1","Alphafusellovirus","Fuselloviridae",15465
"2882","NC_047723.1","DNA","dsDNA","Staphylococcus phage A3R","Kayvirus G1","Kayvirus","Herelleviridae",141018
"2883","NC_026138.1","DNA","ssDNA(-)","Seal anellovirus 4","Torque teno seal virus 4","Nutorquevirus","Anelloviridae",2223
"2884","NC_043449.1","DNA","ssDNA","Tomato yellow leaf curl China alphasatellite","Tomato yellow leaf curl China alphasatellite","Colecusatellite","Alphasatellitidae",1369
"2885","NC_031062.2","DNA","dsDNA","Erwinia phage vB_EamP_Frozen","Johnsonvirus frozen","Johnsonvirus","Schitoviridae",75147
"2886","NC_031254.1","DNA","dsDNA","Arthrobacter phage Kitkat","Kelleziovirus kitkat","Kelleziovirus","Unknown",58560
"2887","NC_075096.1","DNA","ssDNA","Ageratum leaf curl Cameroon betasatellite","Ageratum leaf curl Cameroon betasatellite","Betasatellite","Tolecusatellitidae",1393
"2888","NC_049927.1","DNA","dsDNA","Microbacterium phage McGalleon","Ilzatvirus mcgalleon","Ilzatvirus","Unknown",42562
"2889","NC_023740.1","DNA","dsDNA","Mycobacterium phage JacAttac","Pegunavirus Pg1","Pegunavirus","Unknown",68311
"2890","NC_031091.1","DNA","dsDNA","Pseudomonas phage MD8","Pseudomonas phage MD8","Unknown","Unknown",43277
"2891","NC_025723.1","DNA","ssDNA(+/-)","Circoviridae 19 LDMD-2013","Circoviridae 19 LDMD-2013","Unknown","Circoviridae",1064
"2892","NC_077012.1","DNA","ssDNA(+/-)","Rodent bocavirus","Rodent bocavirus","Bocaparvovirus","Parvoviridae",5227
"2893","NC_035181.1","DNA","dsDNA","Giant panda polyomavirus","Deltapolyomavirus ailuropodae","Deltapolyomavirus","Polyomaviridae",5144
"2894","NC_047956.1","DNA","dsDNA","Pseudomonas phage Achelous","Uliginvirus achelous","Uliginvirus","Autographiviridae",46585
